step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
386,1789880779.456,-0.3697194,-0.3538106,1.498514,-0.04875274,-0.001710545,-0.009444445,-0.1212185,-0.009179169,-0.02465712,-0.07878356,-0.001847679,-0.04021778,-0.002163911,1.500115,-0.02445204,-0.04164343,-0.000597098,-0.06047163,-0.06589621,-0.02418363,0.8037938,0.1536268,-0.006703316,-0.004085272,0.5953932,0.8885845,1.530794,0.0008601599,22.83354,0.001041151,8.280441e-06,8.220132e-06,0.0001644909,1e-05,-0.002528493,0.05514444,0.9748771,1.613766,37975,0.864939,999,114.2983
387,1789880782.036,-0.372052,-0.3592645,1.498514,-0.04777571,-0.001893632,-0.005625,-0.1269631,-0.009195215,-0.03614292,-0.08307353,-0.001882993,-0.0451,-0.001985336,1.526765,-0.02465941,-0.04189003,-0.004279966,-0.06101438,-0.06955682,-0.02534297,0.8050193,0.1299592,-0.006895462,-0.004355903,0.6012104,0.914856,1.522661,0.000843193,22.83084,0.001016078,8.370493e-06,8.367014e-06,0.0001561479,1e-05,-0.002685266,0.05413099,0.9796731,1.586834,38302,0.8648078,989.73,112.7803
388,1789880784.611,-0.3692415,-0.3483978,1.498514,-0.04825347,-0.001827102,-0.001428572,-0.128682,-0.009320108,-0.01524845,-0.08332841,-0.001898637,-0.04621143,-0.002374058,1.537815,-0.02498241,-0.04874791,-0.0003787296,-0.0631149,-0.07257736,-0.02409266,0.7970492,0.09861359,-0.006735115,-0.004319024,0.5807819,0.9271809,1.500048,0.0008546499,22.82788,0.00102771,8.516625e-06,8.46294e-06,0.0001560802,1e-05,-0.002420963,0.05472249,0.986176,1.583247,38259,0.8646491,993.59,112.2126
389,1789880787.214,-0.3743773,-0.3535391,1.498514,-0.0487447,-0.001743368,-0.01,-0.1295291,-0.009189608,-0.02807762,-0.08456284,-0.001899692,-0.04494333,-0.002526374,1.528282,-0.02528778,-0.04723796,-0.0005902011,-0.06304501,-0.075242,-0.02435995,0.7963387,0.1151824,-0.006784016,-0.00435483,0.5931624,0.9362757,1.593648,0.0008585631,22.82447,0.001037223,8.50356e-06,8.539706e-06,0.0001616166,1e-05,-0.002382269,0.05845859,0.9836051,1.612587,37864,0.8644957,996.33,114.2107
390,1789880789.815,-0.3800691,-0.3514335,1.498514,-0.05200788,-0.002426441,-0.02300001,-0.1370311,-0.009073408,-0.03525291,-0.08892654,-0.001839761,-0.047244,-0.002506249,1.531835,-0.02496256,-0.04837665,-0.001836752,-0.06396265,-0.07893818,-0.02482611,0.7913259,0.09223998,-0.006868764,-0.00456037,0.5851361,0.8982469,1.486568,0.0008534812,22.82165,0.001030087,8.425641e-06,8.321777e-06,0.0001598586,1e-05,-0.002251413,0.06264938,0.9861026,1.608381,37889,0.8643868,998.48,114.5277
391,1789880792.413,-0.3114482,-0.3006572,1.27276,-0.0405797,-0.001153119,-0.006250001,-0.0946167,-0.008161874,-0.008395793,-0.06052817,-0.001602217,-0.026815,-0.001437834,1.268337,-0.02007662,-0.02774148,0,-0.04742819,-0.05102449,-0.0187197,0.6954993,0.190171,-0.00567309,-0.003203779,0.5347869,0.8107092,1.386426,0.0008763135,22.81957,0.001062883,8.721027e-06,8.472516e-06,0.0001693764,1e-05,-0.002581361,0.05800926,0.9809523,1.610704,37930,0.8642966,987.65,113.9834
392,1789880795.011,-0.3723909,-0.3517448,1.498514,-0.05044196,-0.001466566,-0.005,-0.1177009,-0.009514069,-0.004679612,-0.07597648,-0.001837947,-0.03061,-0.001956493,1.512465,-0.02516011,-0.03260946,-0.000362575,-0.05622637,-0.06135189,-0.01975882,0.8169677,0.2320994,-0.006532189,-0.003739435,0.6325868,0.8744571,1.637136,0.00086687,22.81753,0.001043427,8.507644e-06,8.34739e-06,0.0001597017,1e-05,-0.002716348,0.06243984,0.9823737,1.609655,37925,0.8641947,994.6,114.1187
393,1789880797.611,-0.3690709,-0.3545985,1.498514,-0.04783854,-0.001393794,-0.00125,-0.1182958,-0.009505658,-0.01924489,-0.07757506,-0.001903781,-0.034435,-0.002301938,1.535053,-0.02469008,-0.0372064,-0.001946837,-0.0564374,-0.0590485,-0.02515016,0.8156648,0.1732769,-0.006920436,-0.004136542,0.6170052,0.917169,1.600199,0.0008670661,22.81514,0.001043582,8.471423e-06,8.252069e-06,0.0001597927,1e-05,-0.002819775,0.05197351,0.9834087,1.609823,37907,0.8640712,999,115.2113
394,1789880800.213,-0.3682761,-0.3564367,1.498514,-0.04942887,-0.001315214,-0.014,-0.11418,-0.009526799,-0.02112356,-0.07450931,-0.001883263,-0.032676,-0.002031187,1.505965,-0.02463238,-0.03474323,-0.0003571683,-0.05432269,-0.05860391,-0.02240776,0.8218891,0.2094046,-0.006686458,-0.003796614,0.6200696,0.8574602,1.603395,0.0008672709,22.81244,0.001047264,8.355343e-06,8.302166e-06,0.0001633351,1e-05,-0.002937219,0.05573418,0.9870105,1.601197,37981,0.8639477,999,115.365
395,1789880802.810,-0.369463,-0.358649,1.498514,-0.04816051,-0.003582113,-0.035,-0.1483552,-0.009486335,-0.03043714,-0.1008883,-0.00199939,-0.06135998,-0.003919262,1.542366,-0.02638636,-0.05550149,-0.0003737701,-0.07032606,-0.07862735,-0.03473568,0.7684773,0,-0.007769944,-0.005744545,0.5808525,0.8239416,1.447319,0.000860429,22.80978,0.001034944,8.136052e-06,8.058887e-06,0.00015832,1e-05,-0.002240156,0.05705859,0.9790933,1.611971,37939,0.8638192,990.9,115.0296
396,1789880805.417,-0.3744584,-0.355864,1.498514,-0.04733212,-0.002147405,-0.0075,-0.1251814,-0.009552227,-0.01873687,-0.08294694,-0.00190113,-0.03345334,-0.002374816,1.522432,-0.02573106,-0.03756952,-0.0005395667,-0.05827716,-0.05963926,-0.02569771,0.8046359,0.1732593,-0.006820331,-0.004231102,0.6057287,0.9961696,1.525823,0.0008831597,22.8074,0.00105123,8.113346e-06,7.988909e-06,0.0001519676,1e-05,-0.002781954,0.07440596,0.9812291,1.613798,37881,0.8637419,992.7,114.5985
397,1789880808.017,-0.367055,-0.3542121,1.498514,-0.04929537,-0.002303922,-0.015,-0.1354255,-0.008794801,-0.013715,-0.08814368,-0.001852058,-0.05138,-0.001912163,1.560728,-0.02436003,-0.04770799,-0.001102182,-0.06340973,-0.08207436,-0.02640264,0.7931921,0.08686826,-0.006836748,-0.004556356,0.5894767,0.9829206,1.497108,0.0008862961,22.8057,0.001070369,8.122259e-06,8.043976e-06,0.0001679067,1e-05,-0.002353116,0.07225766,0.9841383,1.609084,37908,0.8636462,981.61,112.2924
398,1789880810.628,-0.3704441,-0.3561561,1.498514,-0.05159634,-0.001287939,-0.0275,-0.1263443,-0.009316932,-0.05146063,-0.08257471,-0.001858804,-0.03994999,-0.002269265,1.509864,-0.02471468,-0.03867313,-0.001619454,-0.06022125,-0.07350503,-0.02339633,0.8088415,0.1737134,-0.006897032,-0.004065695,0.6008307,0.8897512,1.632442,0.0008795905,22.80321,0.001052077,7.975807e-06,7.836837e-06,0.0001566741,1e-05,-0.00276633,0.06551249,0.9873564,1.617079,37744,0.8635169,994.04,114.2034
399,1789880813.239,-0.3698373,-0.3542787,1.498514,-0.05026254,-0.001732776,-0.004166667,-0.1243099,-0.009323375,-0.02082295,-0.08136182,-0.00188797,-0.04020667,-0.002199041,1.517882,-0.02505159,-0.04411799,-0.004178805,-0.05791628,-0.06304656,-0.02436727,0.8103015,0.1353913,-0.006854968,-0.004198264,0.6070865,0.985604,1.584493,0.000878648,22.8007,0.001040152,7.879064e-06,7.744352e-06,0.0001458801,1e-05,-0.002556426,0.07045631,0.985584,1.618811,37745,0.8634197,982.94,112.973
400,1789880815.843,-0.3699701,-0.3548068,1.498514,-0.04761171,-0.002074922,-0.008333335,-0.1317985,-0.008868147,-0.01709202,-0.08618238,-0.001890025,-0.04354667,-0.002058906,1.543449,-0.02384692,-0.03680497,-0.0005861893,-0.05783201,-0.06682757,-0.02584066,0.8074677,0.153705,-0.006945319,-0.004477371,0.6119187,0.9794927,1.592334,0.0008537085,22.79862,0.001016487,7.707891e-06,7.604455e-06,0.0001474661,1e-05,-0.002593043,0.0633658,0.9804087,1.616698,37851,0.8633235,975.09,113.708
401,1789880818.469,-0.370719,-0.3535082,1.498514,-0.05134435,-0.002478758,-0.008,-0.1364781,-0.009347992,-0.007578224,-0.08960285,-0.001900274,-0.048188,-0.002530548,1.539116,-0.02540052,-0.0480534,-0.000637491,-0.06200029,-0.07219564,-0.02546373,0.7926099,0.09228399,-0.006870148,-0.004495739,0.5906867,0.9893414,1.468076,0.0008540566,22.79634,0.001015524,7.47778e-06,7.378751e-06,0.0001466111,1e-05,-0.002252652,0.06048237,0.9689519,1.620931,37956,0.8632098,989.74,114.3998
402,1789880821.082,-0.3730143,-0.3543561,1.498514,-0.05237378,-0.002908267,-0.04500001,-0.1300125,-0.008973035,-0.0253197,-0.08777618,-0.001876814,-0.03907,-0.002750058,1.53944,-0.02586752,-0.04411025,-0.001684803,-0.06117871,-0.07211269,-0.02924002,0.7949037,0.1174358,-0.0073008,-0.00464777,0.5899218,0.9318208,1.481016,0.0008588168,22.79384,0.001032519,7.44855e-06,7.30687e-06,0.0001589466,1e-05,-0.002666051,0.06255053,0.9816515,1.625501,37705,0.8630946,994.02,114.7312
403,1789880823.696,-0.3723336,-0.3515646,1.498514,-0.04936756,-0.001899379,-0.001666667,-0.1271761,-0.008983074,-0.0008714643,-0.08211435,-0.001872779,-0.03846,-0.002154402,1.526116,-0.0240137,-0.04128963,-0.0005190027,-0.05792321,-0.0635979,-0.02353991,0.8095841,0.1538986,-0.00679519,-0.004169497,0.6135924,0.9639869,1.658989,0.000867667,22.79153,0.001029351,7.473855e-06,7.349548e-06,0.0001468602,1e-05,-0.002505322,0.08246414,0.984262,1.622756,37707,0.8630062,995.82,115.3174
404,1789880826.305,-0.3751434,-0.3518943,1.498514,-0.04868326,-0.002665956,-0.02,-0.1247788,-0.008564542,-0.01122357,-0.08341249,-0.001860902,-0.03494666,-0.001723998,1.546266,-0.02458096,-0.02901647,-0.001734964,-0.05858723,-0.07364084,-0.02809135,0.8058839,0.1920457,-0.007469654,-0.004682151,0.5893439,0.9053185,1.607695,0.0008694319,22.78953,0.00103521,7.396028e-06,7.243701e-06,0.0001511383,1e-05,-0.002081405,0.06464306,0.9872015,1.615544,37769,0.8628961,976.58,113.6812
405,1789880828.924,-0.3723219,-0.3502031,1.498514,-0.05080986,-0.002053539,-0.0025,-0.1270037,-0.009153764,-0.01910425,-0.08317067,-0.001879968,-0.03762667,-0.002219583,1.52969,-0.02487545,-0.03938898,-0.0007810396,-0.05946813,-0.06521611,-0.02481793,0.8024155,0.1542585,-0.00690159,-0.004426687,0.6103839,0.9633459,1.572493,0.0008511493,22.78711,0.00101292,7.271017e-06,7.328461e-06,0.000147171,1e-05,-0.002618121,0.06296329,0.9902437,1.622315,37627,0.8627905,993.33,116.0704
406,1789880831.540,-0.3612407,-0.3658632,1.498514,-0.05056804,-0.002128186,-0.05000001,-0.1247167,-0.009765307,-0.002229406,-0.08272096,-0.001915768,-0.03704,-0.00256331,1.529365,-0.02759837,-0.04788554,0,-0.06347712,-0.08114357,-0.02550454,0.7920067,0.1138482,-0.007102001,-0.004292829,0.591201,0.8117568,1.328426,0.0008535224,22.78484,0.001006963,7.362216e-06,7.257006e-06,0.0001388213,1e-05,-0.002411155,0.05985613,0.9829831,1.626905,37665,0.8626828,994.43,117.6791
407,1789880834.160,-0.3696792,-0.3494985,1.498514,-0.04993628,-0.002031026,-0.02642858,-0.1329282,-0.008982124,-0.01832878,-0.08584221,-0.001883559,-0.04361428,-0.002241176,1.545987,-0.02455061,-0.04399678,-0.004188204,-0.06130596,-0.07186406,-0.02393508,0.798711,0.1152783,-0.006894728,-0.004509416,0.60466,0.9875845,1.549176,0.000848321,22.78231,0.0009998581,7.282305e-06,7.149883e-06,0.000137105,1e-05,-0.002737658,0.06285448,0.9884059,1.624956,37615,0.8625568,990.61,115.5464
408,1789880836.777,-0.3671552,-0.3583545,1.498514,-0.05236799,-0.002305389,-0.0275,-0.1252063,-0.009326592,-0.01130841,-0.0810886,-0.001829144,-0.032595,-0.001681894,1.491014,-0.02628429,-0.03217241,-0.006167754,-0.05660469,-0.06614994,-0.02548958,0.8070128,0.2019743,-0.006590636,-0.004098617,0.6136038,0.8561117,1.542166,0.0008438411,22.77963,0.0009993658,7.315187e-06,7.127008e-06,0.0001410825,1e-05,-0.002117846,0.06875885,0.9872057,1.615209,37774,0.8624451,995.49,116.3081
409,1789880839.378,-0.2871408,-0.285332,1.213507,-0.03865445,-0.001710782,-0.05500001,-0.08824643,-0.007965831,-0.02450543,-0.05997009,-0.001536034,-0.01406,-0.001377227,1.190959,-0.02079934,-0.01665313,-0.02963915,-0.04151679,-0.04891061,-0.02202295,0.6622531,0.2321688,-0.005564761,-0.003072849,0.5027468,0.7905154,1.277385,0.0008482636,22.77762,0.001001495,7.440342e-06,7.194695e-06,0.0001385966,1e-05,-0.002118343,0.07632763,0.9839499,1.609022,37911,0.8623772,990.33,116.0798
410,1789880841.996,-0.371268,-0.3547953,1.498514,-0.04935412,-0.00189185,-0.01583334,-0.1372641,-0.009606979,-0.009679141,-0.08882681,-0.001879623,-0.04984333,-0.002437093,1.550274,-0.02552302,-0.0503634,-0.0004165781,-0.06102148,-0.07100637,-0.02314829,0.7955536,0.07724918,-0.006824835,-0.004481986,0.613084,1.056593,1.529569,0.000855657,22.77622,0.001007478,7.321108e-06,7.0899e-06,0.0001374097,1e-05,-0.002264546,0.0702263,0.983582,1.627763,37644,0.8623073,986.83,115.8326
411,1789880844.601,-0.3675847,-0.3486035,1.498514,-0.05198681,-0.001723377,-0.012,-0.1152373,-0.009595982,-0.01297376,-0.07598715,-0.001860771,-0.029772,-0.001898973,1.532485,-0.02505804,-0.03041871,0,-0.05246493,-0.05692803,-0.02379103,0.8205686,0.2319966,-0.006640098,-0.003919289,0.6301279,0.9847007,1.590912,0.000831363,22.77428,0.0009752583,7.208474e-06,6.945827e-06,0.0001297409,1e-05,-0.002059132,0.05643435,0.98596,1.612504,37831,0.8621947,984.29,116.178
412,1789880847.199,-0.3685566,-0.3630781,1.498514,-0.05215192,-0.002966961,-0.01,-0.1478004,-0.009137684,-0.02679959,-0.1002007,-0.001938009,-0.05233999,-0.003017597,1.600218,-0.02346912,-0.05546375,-0.002495984,-0.06750165,-0.08436041,-0.02787862,0.7688524,0,-0.007180325,-0.005429659,0.5940408,0.978104,1.429432,0.0008303599,22.7718,0.0009793779,7.2461e-06,7.106984e-06,0.000134665,1e-05,-0.002353654,0.0608019,0.9885297,1.602768,37936,0.8620869,991.32,116.6198
413,1789880849.833,-0.3698345,-0.3567448,1.498514,-0.0489218,-0.002272853,-0.0125,-0.1414028,-0.009140963,-0.03089589,-0.09352055,-0.00190585,-0.05217998,-0.002389344,1.566092,-0.0234957,-0.0501022,-0.007241339,-0.06155671,-0.07498561,-0.02842707,0.7914011,0.05753095,-0.006840465,-0.004873014,0.6095264,0.8889779,1.442927,0.0008315364,22.76922,0.0009801498,7.337622e-06,6.961438e-06,0.0001343144,1e-05,-0.002653921,0.05051139,0.9926801,1.628285,37506,0.8619472,999,116.2238
414,1789880852.452,-0.3692218,-0.3521453,1.498514,-0.04970501,-0.002595965,-0.005,-0.1315927,-0.009408576,-0.01429974,-0.08563811,-0.001862776,-0.04152666,-0.002053111,1.545399,-0.024308,-0.03892539,-0.0004332853,-0.05598662,-0.0689137,-0.02732312,0.8046532,0.1548466,-0.00674411,-0.004454787,0.6183411,0.9081558,1.549058,0.0008340569,22.76632,0.0009794011,7.302031e-06,6.942019e-06,0.0001311,1e-05,-0.002746026,0.06318034,0.9798999,1.632172,37634,0.8618352,990.68,115.1421
415,1789880855.045,-0.3716719,-0.3471064,1.498514,-0.05149916,-0.002165877,-0.01625,-0.134547,-0.009525495,-0.01460323,-0.08837643,-0.001874857,-0.038645,-0.002343318,1.515228,-0.02591583,-0.04122069,-0.006930029,-0.05797593,-0.06610201,-0.0264308,0.8005184,0.1444455,-0.006690629,-0.004334008,0.6142425,1.012092,1.500708,0.0008250212,22.764,0.0009626433,6.901729e-06,6.636034e-06,0.0001240843,1e-05,-0.00227406,0.05758996,0.9726982,1.612833,38020,0.8617235,995.99,116.9946
416,1789880857.665,-0.370717,-0.3525347,1.498514,-0.05337606,-0.003057475,-0.015,-0.1389167,-0.009050917,-0.01944443,-0.08801146,-0.001829932,-0.04365,-0.001985772,1.550166,-0.02335409,-0.04251634,-0.0002427812,-0.05880251,-0.07189485,-0.0289628,0.8055252,0.1165332,-0.006764318,-0.00465627,0.6085083,0.9338672,1.479092,0.0008128214,22.76169,0.0009491202,6.770274e-06,6.467954e-06,0.0001230606,1e-05,-0.001911119,0.06193411,0.9809046,1.6332,37605,0.8616333,998.34,116.7737
417,1789880860.283,-0.3644391,-0.3499104,1.498514,-0.05050775,-0.001888198,-0.008888891,-0.1303335,-0.009193476,-0.02592721,-0.08462851,-0.001887055,-0.04120667,-0.002108901,1.529365,-0.02488421,-0.04249776,-0.0008480974,-0.0566903,-0.06560826,-0.02481887,0.8108777,0.141939,-0.006766246,-0.004267359,0.6126046,1.008264,1.556964,0.0008125599,22.75969,0.0009426969,6.565676e-06,6.345855e-06,0.0001172255,1e-05,-0.001961169,0.06521697,0.9748573,1.62908,37752,0.861522,992,115.1059
418,1789880862.884,-0.3734691,-0.3577577,1.498514,-0.05067157,-0.002061005,-0.005,-0.1353987,-0.009230855,-0.01119665,-0.09202185,-0.001925181,-0.04185333,-0.002776307,1.544966,-0.02673098,-0.04289862,-0.002940838,-0.05996131,-0.07925497,-0.02828485,0.7949595,0.1162035,-0.006974454,-0.004598163,0.6123852,1.055677,1.566232,0.0007943894,22.75699,0.0009271847,6.675421e-06,6.393426e-06,0.0001197265,1e-05,-0.002603658,0.05976399,0.9669349,1.62781,37885,0.8613909,993.74,117.4935
419,1789880865.495,-0.3753301,-0.3544703,1.498514,-0.05247861,-0.002281152,-0.005,-0.1477163,-0.009363808,-0.03703947,-0.09223764,-0.001875051,-0.05543999,-0.001875871,1.560565,-0.02349417,-0.05178715,-0.001461675,-0.06120719,-0.06843308,-0.02553701,0.805023,0.05849379,-0.006621277,-0.004622881,0.6203079,0.9628161,1.61765,0.0008042395,22.75413,0.0009297642,6.671877e-06,6.239941e-06,0.0001126128,1e-05,-0.002756329,0.05753286,0.9741549,1.623892,37837,0.8612603,999,116.5994
420,1789880868.108,-0.3694921,-0.3570359,1.498514,-0.05368588,-0.002675082,-0.01416667,-0.1370462,-0.008684894,-0.006292093,-0.08996569,-0.001828603,-0.04449,-0.002260661,1.563166,-0.02456152,-0.04216593,-0.001217378,-0.05882183,-0.06873627,-0.02915604,0.7982843,0.1154472,-0.006913362,-0.004646543,0.6149021,0.9714155,1.547998,0.0008050202,22.75111,0.0009326441,6.658351e-06,6.321578e-06,0.0001146439,1e-05,-0.001904404,0.06090855,0.9702592,1.635956,37719,0.8611146,986.54,116.166
421,1789880870.715,-0.3646468,-0.3548697,1.498514,-0.05255138,-0.001991859,-0.003333334,-0.1237044,-0.009122966,-0.000220052,-0.08108474,-0.001881168,-0.03957334,-0.002217595,1.549949,-0.02498782,-0.04078002,-0.00082981,-0.05582987,-0.06146401,-0.02640777,0.8124564,0.1550637,-0.006641001,-0.00420097,0.6193107,0.9613063,1.65478,0.0007842491,22.74788,0.0009183303,6.592537e-06,6.294454e-06,0.0001211942,1e-05,-0.002171251,0.05047516,0.9672899,1.626746,37896,0.8609708,995.75,118.7586
422,1789880873.314,-0.3670164,-0.3481327,1.498514,-0.05041688,-0.001127157,-0.0125,-0.1217149,-0.009686809,-0.005902197,-0.0796337,-0.001872832,-0.02934,-0.001641731,1.52059,-0.02433553,-0.02800095,-0.003114385,-0.0494123,-0.04888913,-0.02312554,0.8337499,0.2321112,-0.006553605,-0.003917419,0.6173629,1.012353,1.710525,0.0007752362,22.74469,0.0009209546,6.483804e-06,6.16847e-06,0.0001330661,1e-05,-0.002553641,0.05139529,0.9677782,1.62432,37924,0.8608135,999,117.5929
423,1789880875.911,-0.370491,-0.3525879,1.498514,-0.05149163,-0.002692456,-0.01375,-0.1476352,-0.009080734,-0.003092482,-0.09566499,-0.00185451,-0.04773999,-0.001996592,1.599892,-0.02330286,-0.04397329,-0.002437416,-0.05992883,-0.0688418,-0.02854136,0.7998784,0.08695701,-0.006938278,-0.004860627,0.6048871,0.9636061,1.676202,0.0007942601,22.74148,0.00094091,6.44871e-06,6.114131e-06,0.0001340872,1e-05,-0.001827146,0.06247148,0.9655015,1.625413,37941,0.8606808,995.61,117.1596
424,1789880878.509,-0.3624272,-0.3473695,1.498514,-0.05091214,-0.001296378,-0.004,-0.1130416,-0.009761443,-0.02490892,-0.07502818,-0.001884865,-0.029264,-0.002011142,1.528585,-0.02560533,-0.03117093,-0.0004376219,-0.0522965,-0.05474576,-0.02285339,0.8218756,0.231672,-0.006603838,-0.003843827,0.6209087,0.9674358,1.610648,0.0007816965,22.73867,0.0009490469,6.380199e-06,6.141974e-06,0.0001548282,1e-05,-0.002733462,0.05163324,0.9652426,1.626356,37931,0.8605401,999,118.4103
425,1789880881.105,-0.3703707,-0.3465939,1.498514,-0.05190126,-0.002384247,-0.05500001,-0.1475804,-0.00964478,-0.02416405,-0.09643965,-0.00191379,-0.04867999,-0.002943653,1.572267,-0.02552774,-0.05359958,-5.201116e-05,-0.06427599,-0.07678645,-0.0229934,0.7820826,0.05815259,-0.006769368,-0.004630003,0.6202283,0.9080309,1.458219,0.000797007,22.73562,0.0009757085,6.423264e-06,6.136197e-06,0.0001661421,1e-05,-0.002359257,0.05653,0.9609091,1.628374,37965,0.8604069,992.58,118.0954
426,1789880883.704,-0.3691142,-0.3486288,1.498514,-0.05212107,-0.002200122,-0.01,-0.133112,-0.009879114,-0.001557996,-0.08723442,-0.001867812,-0.04066,-0.002549223,1.547404,-0.02662443,-0.04625522,-0.0009114879,-0.05828079,-0.06997725,-0.02388397,0.8001,0.1155491,-0.006641576,-0.004398585,0.6141104,0.99478,1.561086,0.0007713495,22.73293,0.0009038576,6.344176e-06,6.146328e-06,0.0001200176,1e-05,-0.002207921,0.05526984,0.9640563,1.628803,37913,0.8602927,995.39,117.3503
427,1789880886.300,-0.36501,-0.352403,1.498514,-0.0508039,-0.00142401,-0.005,-0.1185559,-0.009255588,-0.01321207,-0.07744112,-0.001892651,-0.03228,-0.002020313,1.545616,-0.0241557,-0.03276792,-0.0005464227,-0.05321437,-0.06313275,-0.02378384,0.8200352,0.2029559,-0.006771948,-0.004058096,0.6275198,1.055532,1.672916,0.0007805226,22.73029,0.0009056987,6.168696e-06,5.984182e-06,0.0001130233,1e-05,-0.002692588,0.04590942,0.9647691,1.625095,37957,0.8601576,999,119.5825
428,1789880888.902,-0.3698439,-0.3495086,1.498514,-0.05471964,-0.002446981,-0.0175,-0.1413192,-0.009103756,-0.0009153827,-0.09201443,-0.001844981,-0.04667334,-0.002215384,1.548432,-0.02506445,-0.04601542,-0.001440969,-0.05924904,-0.06875199,-0.02853469,0.8005373,0.09635893,-0.00682242,-0.004666368,0.6044683,1.063537,1.607098,0.0007796565,22.72727,0.0009067019,6.108743e-06,5.895113e-06,0.0001150416,1e-05,-0.002869589,0.04804124,0.9696822,1.626691,37862,0.8600251,999,119.1733
429,1789880891.501,-0.3647535,-0.3523803,1.498514,-0.05743685,-0.00187426,-0.05125,-0.1274799,-0.00962534,-0.01151584,-0.08463755,-0.001872476,-0.037305,-0.002786375,1.528553,-0.02581511,-0.04457222,-0.001757611,-0.05786444,-0.0705934,-0.02327337,0.8012831,0.145031,-0.006509626,-0.004134027,0.6152834,0.9368443,1.557143,0.0007640544,22.72457,0.0008933581,6.106977e-06,5.832923e-06,0.0001173638,1e-05,-0.002689347,0.0572505,0.9578223,1.634251,37924,0.859909,999,117.8992
430,1789880894.097,-0.3639158,-0.3546479,1.498514,-0.05112661,-0.00212082,-0.015,-0.1325475,-0.009972595,-0.01252321,-0.08818685,-0.001881609,-0.039675,-0.00200392,1.560241,-0.02396185,-0.03848429,-0.003880705,-0.05614295,-0.0693443,-0.02656804,0.8076919,0.1452173,-0.006679471,-0.00438096,0.6189303,1.083675,1.553742,0.0007767982,22.72195,0.0009059433,6.337118e-06,6.073361e-06,0.0001167347,1e-05,-0.002271621,0.05224352,0.9624209,1.627173,37961,0.8597749,995.32,117.6201
431,1789880896.696,-0.3686064,-0.3537731,1.498514,-0.04852599,-0.002671046,-0.015,-0.1392309,-0.009456421,-0.01992436,-0.09321093,-0.001922584,-0.046648,-0.002599396,1.578636,-0.02531537,-0.04415229,-0.004047465,-0.05872675,-0.06704044,-0.02886812,0.797764,0.09315376,-0.007014552,-0.004951479,0.6081471,1.070142,1.519828,0.0007706241,22.71889,0.0009004054,6.294021e-06,5.933608e-06,0.0001175537,1e-05,-0.002361336,0.05310346,0.957037,1.636238,37907,0.8596348,999,120.275
