step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
41,1789943349.293,-0.487616,-0.536148,1.498514,-0.09906648,-0.009207258,-0.06,-0.1704135,-0.02183951,-5.999207e-05,-0.1203539,-0.002077908,-0.04576,-0.002168279,1.097755,-0.04052966,-0.05494669,0,-0.05423402,-0.08991913,-0.0500074,0.7689325,0.1102564,-0.00571898,-0.004030716,0.3614383,0.9125199,1.143069,0.003544148,25.27176,0.004807363,0.0001082761,0.0001170966,0.001037842,0.01420442,0.05,0.15,0.0001708594,-0.02578275,0.1256201,1.354393,0.5524228,12888,0.9848776,933.44,77.69545
42,1789943352.654,-0.4940563,-0.5166377,1.498514,-0.1000291,-0.009896836,-0.2299999,-0.1751826,-0.01963359,0,-0.1241218,-0.002075667,-0.06347997,-0.002059345,0.9482533,-0.03913759,-0.06951695,0,-0.05865238,-0.09512695,-0.06124611,0.766623,0,-0.005802139,-0.004279476,0.3868106,0.9124195,0.8371181,0.00352922,25.26056,0.004799161,0.0001084356,0.0001175475,0.001043958,0.01432877,0.15,0.1,0.0001139063,-0.02282927,0.1339064,2.830187,0.5139008,7349,0.9845999,958.06,78.91315
43,1789943355.994,-0.4952707,-0.5204765,1.498514,-0.0994169,-0.008904243,-0.2349999,-0.1685883,-0.02122181,-0.00123528,-0.1199999,-0.002080042,-0.06569999,-0.002229592,1.013904,-0.03836092,-0.07149088,0,-0.05278425,-0.08569347,-0.05039553,0.7697584,0,-0.005747317,-0.004122663,0.3339389,0.9481534,1.198321,0.003486365,25.25219,0.004766589,0.0001054368,0.000115359,0.001059428,0.01620272,0.1,0.15,0.0001708594,-0.02516994,0.1519748,2.840506,0.477092,7407,0.9837528,962.06,79.69299
44,1789943357.972,-0.4701221,-0.5257115,1.498514,-0.0890507,-0.00804505,-0.06500001,-0.1495701,-0.0215572,0,-0.1082856,-0.002076929,-0.04484,-0.002258687,1.107505,-0.03782384,-0.05546596,0,-0.05304813,-0.07669494,-0.04448972,0.7761458,0.1103772,-0.005611069,-0.003909492,0.3685045,0.8971,1.201959,0.003510287,25.23025,0.004842701,0.0001066516,0.0001183679,0.001107394,0.01685183,0.25,0.1,5.0625e-05,-0.02463732,0.09954687,1.413453,0.553293,12495,0.9827115,961.88,79.3962
45,1789943361.401,-0.4834559,-0.5090343,1.498514,-0.08773246,-0.008386809,-0.1849999,-0.1715665,-0.02114155,-0.02184767,-0.1210242,-0.002084484,-0.05196999,-0.002466277,1.034704,-0.03967297,-0.0622516,0,-0.05751242,-0.07163857,-0.03885305,0.7692816,0.05476397,-0.00569902,-0.004189628,0.3587324,0.9135064,1.094571,0.003523008,25.2219,0.004820779,0.0001027617,0.0001154426,0.001079566,0.0125809,0,0.15,0.0001708594,-0.02057762,0.1080832,2.886686,0.5311167,7190,0.9823868,951.34,78.95471
46,1789943364.673,-0.4703875,-0.4889564,1.428012,-0.08745092,-0.008795965,-0.145,-0.1627397,-0.02061362,-0.03658023,-0.1140081,-0.001975188,-0.04329999,-0.00257233,1.054781,-0.03731768,-0.0491174,-0.003282115,-0.05430616,-0.08130115,-0.0426559,0.7317201,0.1103735,-0.005438879,-0.004170693,0.3280336,0.9135227,1.335125,0.003402781,25.21325,0.004670644,0.0001018783,0.0001149391,0.001051045,0.01709933,0.25,0.1,5.0625e-05,-0.02277245,0.12926,2.443097,0.8178389,7536,0.981932,952.39,80.06266
47,1789943366.644,-0.4877597,-0.5263206,1.498514,-0.09087875,-0.007869422,-0.05500001,-0.1786159,-0.0210668,-0.001150165,-0.1219641,-0.002084199,-0.01994,-0.003123761,1.279108,-0.03864122,-0.01863622,0,-0.05713352,-0.07720264,-0.05178943,0.7756247,0.3298548,-0.005788842,-0.004056011,0.4110477,1.020753,1.584014,0.003469486,25.20671,0.0047454,9.710708e-05,0.0001096078,0.001069199,0.01444183,0.05,0.2,0.0001708594,-0.02220343,0.1333748,1.435627,0.5148053,12600,0.9815517,966.33,81.15002
48,1789943369.851,-0.4920447,-0.5177263,1.498514,-0.09986787,-0.008002787,-0.06000001,-0.1808649,-0.02046013,-0.03331878,-0.1266573,-0.002098324,-0.02042,-0.003507997,1.301211,-0.03951165,-0.01817984,0,-0.05899341,-0.08561786,-0.04600377,0.7731904,0.3285742,-0.005666564,-0.004198005,0.3842265,1.158324,1.394283,0.003356219,25.19951,0.004564246,9.705031e-05,0.0001081796,0.001002798,0.01671509,0.35,0.1,2.25e-05,-0.01730782,0.1413035,2.718952,0.4671617,7713,0.9812873,944.54,79.55111
49,1789943372.618,-0.4915339,-0.5155931,1.498514,-0.0922104,-0.009155705,-0.06500001,-0.18219,-0.0214187,-0.03022387,-0.1263465,-0.002090578,-0.07151997,-0.003316477,0.9827039,-0.03981927,-0.07433188,0,-0.06170846,-0.08783349,-0.04132947,0.7740422,0,-0.005740579,-0.003986218,0.3704551,0.7484857,1.187292,0.003389279,25.19347,0.004584249,9.057009e-05,9.99183e-05,0.001004481,0.01244725,0,0.25,0.0001708594,-0.02261872,0.0777179,1.479875,1.243584,9023,0.9806191,945.66,79.70045
50,1789943375.144,-0.4943151,-0.5157005,1.498514,-0.08997816,-0.007905571,-0.0225,-0.1697634,-0.02061263,-0.01133621,-0.1204315,-0.002084781,-0.03118,-0.002781603,1.199809,-0.03867818,-0.03689335,0,-0.05681187,-0.07999518,-0.04942833,0.7757727,0.2198766,-0.005765196,-0.004028955,0.3880432,1.012325,1.443055,0.003302659,25.17273,0.004461139,9.318389e-05,9.94291e-05,0.0009658674,0.0165612,0.2,0.1,7.59375e-05,-0.02505745,0.09397946,1.968352,0.5333509,9823,0.9795895,950.62,80.66269
51,1789943378.433,-0.4858744,-0.5088773,1.498514,-0.0857763,-0.01122832,-0.08500002,-0.1829921,-0.02104673,-0.1170243,-0.1281536,-0.002062914,-0.06421997,-0.004143789,1.007404,-0.03907988,-0.07384932,-0.004816931,-0.06657334,-0.1015338,-0.04816581,0.7655481,0,-0.005757099,-0.004246325,0.4072949,0.942691,0.8793678,0.003267222,25.15793,0.0043923,8.949464e-05,9.7374e-05,0.0009382089,0.01553802,0.1,0.15,0.0001139063,-0.02607084,0.09204254,2.809378,0.4630413,7510,0.9787105,958.94,80.45439
52,1789943380.419,-0.4948887,-0.4994385,1.498514,-0.0885801,-0.009857917,-0.1375,-0.1690808,-0.02083459,0,-0.1192965,-0.002078003,-0.05093999,-0.00202141,1.093855,-0.04074341,-0.06278353,0,-0.05480372,-0.08821683,-0.04960193,0.7665402,0.05474592,-0.005624879,-0.004147411,0.377259,0.9809639,1.19958,0.003217501,25.14018,0.004341458,8.811059e-05,9.451614e-05,0.0009413302,0.01532538,0.15,0.1,7.59375e-05,-0.02990393,0.08234369,1.404639,0.529566,12705,0.9777504,984.24,82.90701
53,1789943383.583,-0.4918945,-0.5037704,1.498514,-0.09097182,-0.009384642,-0.07000002,-0.1698106,-0.02109485,-0.0004411847,-0.1198425,-0.002080836,-0.03334001,-0.002227244,1.27391,-0.03945258,-0.03742346,0,-0.0587037,-0.08826535,-0.04393368,0.7637786,0.2190867,-0.005789171,-0.004120606,0.3779704,0.8013315,1.462209,0.003178529,25.12584,0.004279488,8.642341e-05,9.083802e-05,0.0009236974,0.01492518,0.05,0.15,0.0001708594,-0.02218943,0.1052964,2.672059,0.4741611,7811,0.9770443,987.7,84.72038
54,1789943386.927,-0.5001693,-0.4994205,1.498514,-0.08849391,-0.00908207,-0.08000001,-0.1815726,-0.02034751,-0.02712164,-0.1253766,-0.002087501,-0.04052001,-0.002886091,1.134156,-0.03907636,-0.05496182,0,-0.05978992,-0.08864405,-0.04432641,0.7664233,0.1091692,-0.005701396,-0.004175289,0.4376631,0.9280267,1.563343,0.003198173,25.11198,0.004331438,8.834259e-05,9.298034e-05,0.0009519425,0.01763677,0.5,0.1,1e-05,-0.02105158,0.09814007,2.855647,0.4770086,7374,0.9764817,977.71,83.96584
55,1789943388.801,-0.4897564,-0.5134069,1.498514,-0.08862261,-0.009469337,-0.1225,-0.1652264,-0.02041664,0,-0.1164462,-0.002085869,-0.03763001,-0.00232182,1.186156,-0.03868831,-0.04570888,0,-0.05847011,-0.08775448,-0.04919684,0.7651017,0.1643374,-0.005746591,-0.00415661,0.3876764,0.9965425,1.206165,0.00319856,25.10522,0.004300202,8.601266e-05,8.980443e-05,0.0009258243,0.01078855,0,0.3,0.0001139063,-0.01841353,0.07976948,1.392508,0.4671423,13215,0.9759341,978.64,84.53943
56,1789943392.066,-0.3614325,-0.3595698,1.105506,-0.07002524,-0.00696058,-0.12,-0.1344506,-0.01440523,-0.04422718,-0.09385411,-0.001532451,-0.0262,-0.002182822,0.8675534,-0.0260206,-0.02778313,0,-0.04642053,-0.06059878,-0.04276185,0.5626652,0.1589445,-0.004256015,-0.003143885,0.302875,0.7195801,1.04383,0.003096658,25.09259,0.004210585,8.394523e-05,8.868575e-05,0.000941296,0.01580444,0.25,0.15,5.0625e-05,-0.01575419,0.1598303,2.791614,0.4597368,7558,0.9754727,950.6,81.51449
57,1789943395.437,-0.4904679,-0.4979407,1.498514,-0.08550547,-0.007327731,-0.06000001,-0.1680901,-0.02058384,-0.01561699,-0.117381,-0.002090786,-0.03302,-0.002735816,1.211834,-0.03803188,-0.03699542,0,-0.05863447,-0.07358997,-0.04311871,0.7761112,0.2198719,-0.005707705,-0.004048028,0.3930846,0.8431785,1.594335,0.003081671,25.07949,0.004193263,8.299781e-05,8.665265e-05,0.0009419407,0.01546537,0.35,0.2,1.5e-05,-0.02585964,0.1032609,2.883079,0.4754043,7317,0.974376,960.3,83.19379
58,1789943397.395,-0.499812,-0.509583,1.498514,-0.08308057,-0.008199615,-0.06500001,-0.1762243,-0.02070792,0,-0.1194486,-0.002093626,-0.02772,-0.001956698,1.199159,-0.03802917,-0.03518399,0,-0.05528861,-0.07834853,-0.04020754,0.7726349,0.221197,-0.005706157,-0.004106139,0.402398,0.8839559,1.37484,0.003040304,25.06616,0.004141856,8.257696e-05,8.541151e-05,0.0009335628,0.01285846,0.05,0.3,0.0001139063,-0.01445066,0.1119108,1.389358,0.5534968,12649,0.9739907,951.95,82.24469
59,1789943400.723,-0.3139807,-0.323411,0.9780018,-0.05298181,-0.005664946,-0.035,-0.1061843,-0.01262402,-0.0005014366,-0.0739113,-0.001362578,-0.04235999,-0.001847847,0.6826016,-0.02426179,-0.04657,-0.0003905258,-0.03855823,-0.05713659,-0.02980125,0.4976719,0,-0.003608644,-0.002712712,0.2815427,0.5762753,0.6336716,0.00291709,25.06044,0.003946069,8.010132e-05,8.570486e-05,0.0008631718,0.01537507,0.25,0.1,3.375e-05,-0.008354957,0.1422248,2.787608,0.5229189,7423,0.9737906,940.34,82.2236
60,1789943404.125,-0.3467869,-0.3462908,1.046009,-0.05832429,-0.006501346,-0.06666668,-0.1202442,-0.01401176,-0.002990286,-0.08300589,-0.001456596,-0.03159334,-0.001901167,0.8168206,-0.02770054,-0.03569222,-0.00337463,-0.04096168,-0.06227128,-0.0325386,0.5347917,0.08726075,-0.004021329,-0.002866272,0.286304,0.721287,0.7421227,0.002902731,25.05711,0.003947286,7.882259e-05,8.331628e-05,0.0008824163,0.01312985,0.1,0.2,7.59375e-05,-0.01557876,0.1400991,2.758193,0.62656,7260,0.9736314,952.48,82.86858
61,1789943406.033,-0.4932457,-0.4949032,1.498514,-0.08706849,-0.009868,-0.07250001,-0.1709706,-0.02000136,-0.01025254,-0.1189791,-0.002090899,-0.04846,-0.002788956,1.137082,-0.03822572,-0.05566967,-9.958183e-05,-0.06122081,-0.09604719,-0.04834079,0.7660619,0.1093268,-0.005807459,-0.00411598,0.3910856,0.9203182,1.069577,0.002894138,25.0502,0.003940511,7.89799e-05,8.200071e-05,0.0008853925,0.01575704,0.2,0.15,5.0625e-05,-0.02144179,0.08909297,1.366586,0.5232003,13004,0.973129,956.63,82.50571
62,1789943409.252,-0.4903674,-0.4898655,1.498514,-0.0888539,-0.00993423,-0.1799999,-0.1814136,-0.01946882,-0.0429519,-0.1245307,-0.002070824,-0.04976,-0.003052762,1.141309,-0.03686084,-0.05528706,-0.001113616,-0.06352781,-0.09226944,-0.04385613,0.76867,0.1107973,-0.005785228,-0.004114449,0.4054309,0.887551,0.9792942,0.002859432,25.03618,0.003888246,7.790857e-05,8.0903e-05,0.0008700016,0.01360181,0,0.15,0.0001708594,-0.02475685,0.0727842,2.72764,0.4735742,7677,0.9718567,968.59,84.52924
63,1789943411.748,-0.4850711,-0.4866274,1.498514,-0.08911268,-0.008920362,-0.07250001,-0.1693878,-0.01961774,-0.01517898,-0.1185691,-0.002090223,-0.04616,-0.002215937,1.113031,-0.03716059,-0.05509559,0,-0.05983928,-0.08672301,-0.04459439,0.7711371,0.1104804,-0.005696741,-0.004094846,0.3993835,0.9514717,1.218531,0.002789791,25.00544,0.003805679,7.689299e-05,8.171729e-05,0.0008572785,0.01629733,0.1,0.1,0.0001708594,-0.02487378,0.08617403,1.334069,1.112692,10044,0.970342,976.64,86.25777
64,1789943414.466,-0.4886411,-0.4850559,1.498514,-0.08352435,-0.009150032,-0.1,-0.1651757,-0.01977369,0,-0.1158053,-0.002082738,-0.04952999,-0.001870804,1.127331,-0.03979656,-0.06305607,-6.414972e-05,-0.05532657,-0.08678654,-0.04124933,0.7654862,0.0548961,-0.005695034,-0.004089945,0.4110585,0.900926,1.210184,0.002718248,24.98805,0.003703073,7.715091e-05,7.985512e-05,0.0008278188,0.01545764,0.15,0.1,0.0001139063,-0.02114017,0.1065577,2.150258,0.5365927,9146,0.9698325,985.17,87.72179
65,1789943417.805,-0.4821525,-0.5028235,1.498514,-0.08476036,-0.009358118,-0.06333335,-0.171919,-0.02006488,-0.01303814,-0.1179885,-0.002085474,-0.05189998,-0.002697214,1.130906,-0.03851919,-0.06166192,-0.001072185,-0.06047034,-0.08784233,-0.0462548,0.7678491,0.073257,-0.005741987,-0.004067381,0.3818647,1.025666,1.126579,0.002687657,24.98123,0.003661104,7.651106e-05,7.868859e-05,0.0008182467,0.01553376,0.15,0.1,7.59375e-05,-0.02132563,0.1234545,2.86337,0.4610155,7392,0.9696071,977.27,86.43585
66,1789943419.618,-0.4876195,-0.481821,1.498514,-0.07855166,-0.009125212,-0.2049999,-0.1465427,-0.01988223,0,-0.1047451,-0.002098761,-0.02446001,-0.001362414,1.26286,-0.03897216,-0.03518099,0,-0.0548135,-0.07945155,-0.04870502,0.7641524,0.2195886,-0.00566874,-0.004293739,0.3903298,0.938458,1.389135,0.002670023,24.97283,0.003599792,7.362278e-05,7.65806e-05,0.0007795656,0.01510088,0.15,0.15,7.59375e-05,-0.0230702,0.09310907,1.297849,0.4999542,13670,0.9689333,972.61,85.247
67,1789943422.909,-0.48676,-0.4718636,1.498514,-0.08286755,-0.008941663,-0.08000001,-0.1673814,-0.01925989,-0.001498568,-0.114954,-0.002086774,-0.03619,-0.00203821,1.197533,-0.03958511,-0.04538822,0,-0.05793768,-0.08350156,-0.04153827,0.7711126,0.1654469,-0.005658111,-0.004159417,0.3978305,0.8979729,1.200428,0.002705131,24.95975,0.003641347,7.525842e-05,7.688183e-05,0.0007840759,0.01595017,0.1,0.15,0.0001139063,-0.02269579,0.1219876,2.758336,0.5216618,7492,0.9682238,971.13,84.68396
68,1789943426.260,-0.4604238,-0.462024,1.429887,-0.07717448,-0.008314836,-0.05625,-0.1527866,-0.01897356,-0.002686221,-0.1073748,-0.001990591,-0.04386,-0.002555749,1.075157,-0.03818486,-0.05592532,-0.001568948,-0.05507027,-0.08064136,-0.04548712,0.7338974,0.08274806,-0.00543522,-0.003886427,0.384891,0.9192325,1.160795,0.002686074,24.95065,0.003597268,7.624787e-05,7.609605e-05,0.0007588506,0.0176018,0.55,0.1,1e-05,-0.01453627,0.1607992,2.74878,0.577919,7387,0.9680254,959.56,83.22221
69,1789943428.181,-0.4986635,-0.4868723,1.498514,-0.07827581,-0.008974995,-0.035,-0.1685475,-0.01983203,-0.002254993,-0.1152264,-0.002080817,-0.0339,-0.002368557,1.255709,-0.03866727,-0.03641424,0,-0.05839714,-0.07793465,-0.0480166,0.7685056,0.2201968,-0.0056852,-0.004068924,0.4542214,1.04796,1.292083,0.002713942,24.94744,0.003665975,7.429004e-05,7.460921e-05,0.0008031343,0.01266252,0,0.3,0.0001139063,-0.0175522,0.09654339,1.38004,0.5214961,12924,0.9676588,962.36,84.83809
70,1789943431.308,-0.4867409,-0.4849111,1.498514,-0.07774498,-0.009686202,-0.04500001,-0.1574482,-0.01931368,0,-0.1111609,-0.002068148,-0.05879998,-0.002167505,1.067856,-0.04003794,-0.07424345,0,-0.05696907,-0.08698245,-0.04516546,0.7665216,0,-0.005711533,-0.003986545,0.4231652,1.109564,0.8447952,0.002566831,24.93873,0.003467717,7.442131e-05,7.319627e-05,0.0007532689,0.01398875,0.1,0.1,0.0001139063,-0.02048617,0.1098423,2.6372,0.4784527,7887,0.9672713,961.46,85.07975
71,1789943433.166,-0.4931328,-0.4776248,1.498514,-0.08095303,-0.008867567,-0.04500001,-0.1616255,-0.01877329,0,-0.1123612,-0.002086808,-0.04288,-0.00248358,1.154958,-0.03879037,-0.05472427,0,-0.05701723,-0.08236202,-0.03937373,0.7706053,0.111352,-0.005756793,-0.004040082,0.3885418,1.084387,1.301829,0.002591671,24.9298,0.003476299,7.37733e-05,7.247856e-05,0.0007383765,0.01705158,0.4,0.15,1.5e-05,-0.01867149,0.1117398,1.29824,0.5150039,13553,0.9668475,965.98,86.21149
72,1789943436.372,-0.4823505,-0.4860128,1.498514,-0.08120146,-0.008764456,-0.01833333,-0.1663412,-0.01912456,-0.0006856708,-0.1138867,-0.002085471,-0.05307999,-0.0025764,1.151057,-0.03949118,-0.06197935,-6.639809e-05,-0.05951796,-0.09038349,-0.04360111,0.7734689,0.07310855,-0.005753691,-0.004016196,0.3941948,1.017279,1.195362,0.002474343,24.92607,0.003342638,7.026669e-05,6.91431e-05,0.0007288851,0.01314714,0.25,0.3,2.25e-05,-0.0145483,0.1104102,2.679058,0.4944265,7744,0.9666848,972.51,86.52103
73,1789943439.691,-0.4830451,-0.4821821,1.498514,-0.07755809,-0.008610516,-0.02333334,-0.1617783,-0.01960115,-0.00654606,-0.1107677,-0.002087213,-0.05186666,-0.002615684,1.133724,-0.03773513,-0.06170895,-0.000133392,-0.05774274,-0.09068327,-0.03944118,0.7763993,0.07407416,-0.005798313,-0.003952427,0.3891882,0.9587366,1.110585,0.002458886,24.92202,0.003320175,6.878589e-05,6.771277e-05,0.0007247902,0.01273002,0,0.2,0.0001139063,-0.01692563,0.1367634,2.838765,0.4670386,7434,0.9663829,972.41,86.94156
74,1789943441.539,-0.4828191,-0.487037,1.498514,-0.07845357,-0.007408024,-0.06000001,-0.1685342,-0.01933345,-0.0008113504,-0.1155716,-0.002097656,-0.02906,-0.002641896,1.26156,-0.03814725,-0.03678366,0,-0.05498711,-0.07810175,-0.03779927,0.7784657,0.2228937,-0.005728956,-0.003866665,0.4435562,0.9588499,1.415526,0.002552497,24.91338,0.003434506,6.951657e-05,6.762752e-05,0.0007448651,0.01361177,0.1,0.1,0.0001139063,-0.01997258,0.09703822,1.299408,0.5294631,13437,0.9657571,967.49,86.63718
75,1789943444.871,-0.4721453,-0.4809206,1.498514,-0.07840782,-0.009745074,-0.07000002,-0.1569557,-0.01911118,-0.0004001213,-0.1094266,-0.002090496,-0.06219999,-0.002920083,1.092557,-0.03720516,-0.07419377,0,-0.06289031,-0.1008142,-0.05262353,0.76784,0,-0.005818709,-0.003915106,0.4298985,0.7982265,0.7493688,0.002433008,24.90042,0.00330908,6.614791e-05,6.712526e-05,0.0007427985,0.01687212,0.4,0.1,1e-05,-0.01694694,0.1346097,2.856242,0.4556236,7420,0.9652873,953.17,86.09061
76,1789943447.862,-0.4842039,-0.4797705,1.498514,-0.08245322,-0.009114003,-0.07750001,-0.1731445,-0.01889426,-0.0005658114,-0.1189459,-0.002078483,-0.05787998,-0.002218437,1.133832,-0.03772296,-0.06392676,0,-0.05888104,-0.08675315,-0.04300071,0.7701772,0.055663,-0.005818907,-0.004093158,0.3941009,0.9533094,0.9030794,0.002418684,24.89813,0.003271187,6.521107e-05,6.563962e-05,0.0007216523,0.01183474,0,0.3,0.0001139063,-0.01462238,0.1616669,1.718271,1.227883,8341,0.9652534,940.72,84.89005
77,1789943450.177,-0.488715,-0.4788769,1.498514,-0.07869658,-0.007899622,-0.03375001,-0.1671971,-0.01945853,-7.312179e-05,-0.1151888,-0.002089966,-0.04483999,-0.002179244,1.174132,-0.03705096,-0.05475525,-0.0005168867,-0.05681277,-0.07882623,-0.04280696,0.7751476,0.1102361,-0.005706163,-0.004066083,0.4130095,0.9918963,1.184819,0.002306488,24.893,0.003130687,6.316976e-05,6.428547e-05,0.0006967441,0.01692791,0.25,0.1,3.375e-05,-0.02202704,0.1027062,1.759819,0.5300133,10732,0.9648907,941.16,84.74368
78,1789943453.454,-0.4834624,-0.4802718,1.498514,-0.06858065,-0.007222399,-0.03,-0.1499371,-0.01875281,-0.0003870535,-0.1033651,-0.002075941,-0.02704,-0.001908207,1.280411,-0.03693918,-0.0360342,0,-0.05193397,-0.06944278,-0.03725288,0.7828936,0.2232372,-0.005670139,-0.003965022,0.44902,1.00052,1.306362,0.002391199,24.88765,0.00320693,6.365275e-05,6.486075e-05,0.000687217,0.01274947,0,0.15,0.0001139063,-0.01924545,0.1235505,2.798809,0.4634514,7533,0.9645182,948.92,85.69004
79,1789943455.617,-0.468298,-0.4552349,1.465513,-0.07749748,-0.006873024,-0.015,-0.1544516,-0.01855231,0,-0.1059167,-0.002046048,-0.01950001,-0.002615639,1.32871,-0.03724429,-0.01822666,0,-0.05804443,-0.07190736,-0.04687607,0.7684523,0.3246466,-0.005686711,-0.003721259,0.417829,0.9401895,1.4049,0.002319762,24.87883,0.003119503,6.498925e-05,6.417392e-05,0.000670578,0.01661765,0.2,0.1,5.0625e-05,-0.01999948,0.1389381,1.336252,0.770565,11664,0.9641285,957.35,86.96865
80,1789943458.683,-0.4900204,-0.4641193,1.498514,-0.08110486,-0.005879659,-0.04,-0.1667977,-0.01816533,0,-0.1148147,-0.002067635,-0.03174001,-0.002840825,1.221259,-0.03781508,-0.03668251,0,-0.05652105,-0.06440268,-0.03782291,0.7871828,0.2228782,-0.005684248,-0.003989981,0.4395479,1.129519,1.588428,0.002304884,24.87267,0.003117751,6.461243e-05,6.364919e-05,0.0006846057,0.01450522,0.1,0.15,7.59375e-05,-0.01931775,0.10955,2.523134,0.5205269,8074,0.9637879,964.97,88.60247
81,1789943461.969,-0.4785179,-0.492151,1.498514,-0.08150607,-0.007788436,-0.015,-0.1618882,-0.02011092,-0.0001313126,-0.1108174,-0.002085655,-0.03886,-0.002240853,1.192657,-0.03897343,-0.05413305,0,-0.05490958,-0.07301049,-0.03524345,0.777543,0.1108522,-0.005784708,-0.004098042,0.441905,1.001447,1.167837,0.002280513,24.86515,0.003064543,6.498262e-05,6.292365e-05,0.0006561239,0.01600083,0.25,0.15,3.375e-05,-0.01740077,0.1100621,2.810031,0.4570436,7522,0.9634338,975.68,89.90668
82,1789943463.774,-0.478892,-0.4638163,1.498514,-0.07931069,-0.006753592,-0.03250001,-0.1551412,-0.018758,-0.000164063,-0.1068051,-0.002082828,-0.03232,-0.001994954,1.286259,-0.03759694,-0.0364285,0,-0.05437306,-0.07024914,-0.03684675,0.7802976,0.2215368,-0.005700545,-0.004032036,0.4226647,0.9362655,1.351987,0.002143618,24.85738,0.00284212,6.269284e-05,5.980084e-05,0.0005760081,0.01195955,0,0.15,0.0001139063,-0.01993964,0.08051003,1.26019,0.531065,13719,0.962765,975.68,90.2844
83,1789943466.917,-0.4687265,-0.4627373,1.498514,-0.07756241,-0.007875809,-0.04000001,-0.1590922,-0.01918384,-0.0003502121,-0.1097312,-0.002084501,-0.05249999,-0.002146298,1.162758,-0.03657099,-0.06088955,0,-0.05654187,-0.07760565,-0.04285802,0.7786658,0.07394298,-0.005717391,-0.00399179,0.3965341,0.9740603,1.321875,0.002183903,24.84334,0.002904257,6.136394e-05,5.99441e-05,0.0005990461,0.01547719,0.1,0.1,0.0001139063,-0.02391939,0.08764224,2.651226,0.4758546,7859,0.9621384,982.96,90.84468
84,1789943469.956,-0.4716795,-0.4705408,1.498514,-0.07369454,-0.006698759,-0.03250001,-0.155966,-0.01905252,-0.0003742448,-0.107256,-0.002096124,-0.03994999,-0.001883495,1.276509,-0.03604559,-0.04493152,0,-0.05351219,-0.06264682,-0.03592242,0.7837186,0.1669114,-0.005640844,-0.00398369,0.4537135,1.128427,1.238345,0.002142109,24.83358,0.002891055,6.096685e-05,5.957156e-05,0.0006284083,0.01745761,0.25,0.1,3.375e-05,-0.01883533,0.135877,1.813971,1.177482,8215,0.9617599,968.06,90.18671
85,1789943471.985,-0.4777167,-0.4724834,1.498514,-0.07349637,-0.007106694,-0.0125,-0.1547945,-0.01882468,-0.001177993,-0.105335,-0.002081641,-0.03998,-0.002414886,1.262209,-0.03683957,-0.04591407,0,-0.0534169,-0.06155976,-0.0384688,0.7834406,0.1676238,-0.005711886,-0.003979338,0.4248938,1.151565,1.346594,0.002098914,24.82833,0.002820175,6.001681e-05,5.751691e-05,0.0006037267,0.01365929,0,0.15,0.0001139063,-0.0178403,0.1315927,1.530545,0.4661279,12308,0.9614115,964.29,89.65473
86,1789943475.171,-0.4823816,-0.45401,1.498514,-0.07648679,-0.006329916,-0.025,-0.1569592,-0.01891539,-0.006196721,-0.107233,-0.002090626,-0.03746001,-0.002346688,1.251375,-0.03717392,-0.04278341,0,-0.05340154,-0.06754522,-0.03386837,0.7860732,0.1859372,-0.005719307,-0.00397261,0.4207155,0.9866331,1.362183,0.002135016,24.81835,0.002852543,6.061704e-05,5.902138e-05,0.0005978891,0.01643156,0.2,0.1,5.0625e-05,-0.02034627,0.09776995,2.708331,0.4627829,7749,0.960891,964.62,90.06004
87,1789943477.127,-0.4804597,-0.4709498,1.498514,-0.08199974,-0.006309205,-0.03,-0.147117,-0.01788158,0,-0.1020373,-0.002068664,-0.02912,-0.002253412,1.318108,-0.03693916,-0.03681868,0,-0.05174173,-0.0557672,-0.03686775,0.7871246,0.2220775,-0.005752257,-0.004035066,0.4413211,0.8399431,1.415424,0.002042492,24.80928,0.002737691,6.014304e-05,5.78812e-05,0.0005771752,0.01310753,0,0.1,0.0001139063,-0.01733581,0.1172015,1.400741,0.5232525,12773,0.9602905,964.24,90.42352
